route,kind,area,expected_role,dynamic,linked,build_result,runtime_result,reason,evidence,source
"/admin/furnishing/products/import","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/products/import/page.tsx"
"/admin/furnishing/products/import/[importId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/products/import/[importId]/page.tsx"
"/admin/furnishing/products/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/products/new/page.tsx"
"/admin/furnishing/projects","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/projects/page.tsx"
"/admin/furnishing/projects/[projectId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/projects/[projectId]/page.tsx"
"/admin/furnishing/projects/[projectId]/installation","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/projects/[projectId]/installation/page.tsx"
"/admin/furnishing/projects/[projectId]/procurement","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/projects/[projectId]/procurement/page.tsx"
"/admin/furnishing/projects/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/projects/new/page.tsx"
"/admin/furnishing/retailers","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/retailers/page.tsx"
"/admin/furnishing/styles","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/styles/page.tsx"
"/admin/furnishing/styles/[styleId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/styles/[styleId]/page.tsx"
"/admin/furnishing/styles/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/styles/new/page.tsx"
"/admin/furnishing/styles/profiles/[profileId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/styles/profiles/[profileId]/page.tsx"
"/admin/furnishing/styles/profiles/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/furnishing/styles/profiles/new/page.tsx"
"/admin/guidebooks","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/page.tsx"
"/admin/guidebooks/[guidebookId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/[guidebookId]/page.tsx"
"/admin/guidebooks/[guidebookId]/compose","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/[guidebookId]/compose/page.tsx"
"/admin/guidebooks/[guidebookId]/edit","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/[guidebookId]/edit/page.tsx"
"/admin/guidebooks/[guidebookId]/publish","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/[guidebookId]/publish/page.tsx"
"/admin/guidebooks/[guidebookId]/versions/[versionId]/edit","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/[guidebookId]/versions/[versionId]/edit/page.tsx"
"/admin/guidebooks/analytics","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/analytics/page.tsx"
"/admin/guidebooks/components","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/components/page.tsx"
"/admin/guidebooks/components/[componentId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/components/[componentId]/page.tsx"
"/admin/guidebooks/components/[componentId]/versions/[versionId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/components/[componentId]/versions/[versionId]/page.tsx"
"/admin/guidebooks/components/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/components/new/page.tsx"
"/admin/guidebooks/content","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/content/page.tsx"
"/admin/guidebooks/content/[contentId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/content/[contentId]/page.tsx"
"/admin/guidebooks/content/export","route-handler","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/content/export/route.ts"
"/admin/guidebooks/content/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/content/new/page.tsx"
"/admin/guidebooks/guidebooks","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/guidebooks/page.tsx"
"/admin/guidebooks/list","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/list/page.tsx"
"/admin/guidebooks/media","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/media/page.tsx"
"/admin/guidebooks/media/[assetId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/media/[assetId]/page.tsx"
"/admin/guidebooks/media/folders","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/media/folders/page.tsx"
"/admin/guidebooks/media/upload","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/media/upload/page.tsx"
"/admin/guidebooks/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/new/page.tsx"
"/admin/guidebooks/settings","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/settings/page.tsx"
"/admin/guidebooks/templates","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/templates/page.tsx"
"/admin/guidebooks/templates/[templateId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/templates/[templateId]/page.tsx"
"/admin/guidebooks/templates/[templateId]/preview","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/templates/[templateId]/preview/page.tsx"
"/admin/guidebooks/templates/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/guidebooks/templates/new/page.tsx"
"/admin/inquiries","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/inquiries/page.tsx"
"/admin/inquiries/[id]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/inquiries/[id]/page.tsx"
"/admin/integrations","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/integrations/page.tsx"
"/admin/integrations/[integrationId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/integrations/[integrationId]/page.tsx"
"/admin/internal-workspace","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/internal-workspace/page.tsx"
"/admin/learning","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/learning/page.tsx"
"/admin/learning/assumptions","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/learning/assumptions/page.tsx"
"/admin/learning/calibration","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/learning/calibration/page.tsx"
"/admin/learning/contradictions","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/learning/contradictions/page.tsx"
"/admin/learning/governance","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/learning/governance/page.tsx"
"/admin/learning/health","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/learning/health/page.tsx"
"/admin/learning/jobs","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/learning/jobs/page.tsx"
"/admin/learning/lessons","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/learning/lessons/page.tsx"
"/admin/learning/reviews","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/learning/reviews/page.tsx"
"/admin/offers","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/page.tsx"
"/admin/offers/[offerId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/[offerId]/page.tsx"
"/admin/offers/activation","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/activation/page.tsx"
"/admin/offers/add-ons","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/add-ons/page.tsx"
"/admin/offers/bundles","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/bundles/page.tsx"
"/admin/offers/bundles/[bundleId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/bundles/[bundleId]/page.tsx"
"/admin/offers/bundles/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/bundles/new/page.tsx"
"/admin/offers/catalog","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/catalog/page.tsx"
"/admin/offers/checkout","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/checkout/page.tsx"
"/admin/offers/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/new/page.tsx"
"/admin/offers/orders","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/orders/page.tsx"
"/admin/offers/orders/[orderId]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/orders/[orderId]/page.tsx"
"/admin/offers/pricing","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/pricing/page.tsx"
"/admin/offers/settings","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/offers/settings/page.tsx"
"/admin/owners","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/owners/page.tsx"
"/admin/properties","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/properties/page.tsx"
"/admin/properties/[id]","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/properties/[id]/page.tsx"
"/admin/properties/[id]/edit","page","Admin","admin","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/properties/[id]/edit/page.tsx"
"/admin/properties/new","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/properties/new/page.tsx"
"/admin/provider-health","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/provider-health/page.tsx"
"/admin/reports","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/reports/page.tsx"
